{upset, turnover, 推翻}
{pathological, pathology, 病理学, 病理}
{repair, 补偿, compensate}
{trove, treasure, 宝库}
{ax, axe}
{斯普林菲尔德, springfield}
{pay, compensate}
{deadly, lethal}
{算命, fortune-telling}
{乌龙茶, oolong, 乌龙}
{影印版, 影印本}
{correct, 补偿, right, 纠正, 补救, compensate}
{bunny, 小兔}
{euro, july}
{bunker, 碉堡}
{reagent, 试剂}
{identity, addiction, legal}
{marathon, trojan}
{赠送, 颁发, award, present}
{bride, 新娘, bridal}
{correct, 矫正, compensate, 校正}
{给予, 颁发, award, 资助, grant}
{weight, heart}
{striker, forward, center}
{格林, grimm}
{论坛, forum, 座谈会}
{新娘, bridal}
{ready-to-wear, 成衣}
{heze, 菏泽}
{centre, 中心}
{ecology, ecological, 生态学, 生态}
{bionic, 仿生}
{spa, 温泉}
{pandora, avatar}
{expect, wait, anticipate, await, look}
{assembly, envision}
{economical, scotch}
{majestic, lofty}
{economical, economic}
{水手, jack}
{aunt, 阿姨}
{砖头, 混凝土}
{sky, 天空}
{complement, accompaniment}
{economical, economic}
{nose, length}
{哥伦布, columbus}
{stenographer, 速记员}
{escort, accompaniment}
{halo, aura, glory}
{attendant, accompaniment}
{broadcast, blaster}
{伴奏, backup, background, back-up, accompaniment, support}
{transcript, revolution}
{judgement, judgment}
{healthier, healthy, unhealthy, wellness, 健康, heal, health, healthiest, 康复, healthful}
{crescent, 新月}
{variable, 变量}
{治疗师, therapist}
{治愈, cure, 愈合, 康复}
{笔记本, notebook}
{variable, 变量}
{golf, rabbit}
{赠送, gift, 送, give, 给, 送给, present}
{micro, 微}
{deadly, lethal}
{财政部, treasury}
{relay, relays}
{pointer, 指针}
{double, variation}
{oakley, 奥克利}
{subject, case}
{xylitol, 木糖醇}
{fuse, 熔断器, 保险丝}
{compete, 竞争, contend}
{treatise, dissertation, 论文}
{结束, 终止, dissolve}
{fall, 曙光, twilight}
{补偿, compensate}
{电能, electricity}
{超越, trespass}
{情况, event, case}
{instance, 场合, 实例, 情况, 例子, case}
{scatter, disperse}
{蔓延, 扩散, 扩张, spread}
{compile, compose}
{诉讼, 案件, 起诉, 病因, 因果, 案, suit, trial, case, 案例}
{sage, gateway}
{手枪, rod}
{gift, poison}
{结束, conclude, finish, 完, 完结, complete}
{伊丽莎白, elizabeth}
{安大略省, ontario}
{norfolk, 诺福克}
{攀登, summit, breast}
{dispatch, discharge, complete}
{electrolux, 伊莱克斯}
{wilson, 威尔逊, sophie}
{kick, plain, 抱怨, complain}
{peach, talk, sing}
{baby, pamper, 放纵, spoil, indulge}
{编译, compile, build}
{not, and, gate}
{连结, interconnect}
{安德森, anderson}
{化石, fossil}
{tom, turkey}
{抱怨, complain}
{ready-made, 现成}
{ready, 准备}
{hearing, listen}
{pull, everest}
{chaos, 混沌}
{ripple, bubble}
{residency, 居民, population}
{木雕, woodcarving}
{哥布林, goblin, goblins}
{blowback, legacy, hourglass, reunion, facade, alias, prelude, conscious, resurrection}
{本体, ontology}
{酒壶, flagon}
{豆油, 大豆油}
{家谱, genealogy}
{be, ontology}
{electrician, lineman, 电工}
{忽视, ignore, neglect}
{play, rush}
{琐事, trivia}
{协定, protocol, 协议, treaty, accord, 条约}
{denim, 棉布, jean}
{bretonnia, nippon, ogre}
{米菲, miffy}
{agreement, 协议, accord, 协调, 和谐}
{give, throw}
{accord, 协调, 和谐}
{small, lumbar}
{give, throw, 有, 给, make, hold}
{achievement, 成就, accomplishment}
{give, 给, pay}
{skills, 技能, 技艺, skill, 技巧, acquisition, attainment, 成就, skillfully, mastery, accomplishment}
{旗舰, flagship, 王牌}
{tex, denier}
{tree, 树木, 乔木, trees}
{give, 传达, 给}
{旗舰, flagship}
{旗杆, flagpole}
{wafer, slice}
{古代, 昔日}
{附带, 给予, give, 供给, 给, 付出, 交付, 交给}
{give, 给}
{固化, 石化}
{sydney, 悉尼}
{electrochemical, 电化学}
{clocks, button, number, trap}
{roving, mobile, nomadic}
{breastfeed, nurse, suck}
{讯息, inform, 信息, 资料, data, 消息, 资讯, informative, information, 情报, info}
{front, breast}
{文档, computing, 文件, 信息, ip, documentation, 信息学}
{nail, complete}
{香奈儿, chanel}
{dear, good}
{sociologist, 社会学家}
{呼吸, 吸, 进气, breathe}
{电气, 电, 电能, electric, 电力, electrical, electricity, electrically}
{background, source}
{香草, vanilla}
{林肯, lincoln}
{砖头, bricks, brick}
{kyoto, 京都}
{培育, foster}
{genetic, genetics}
{入口, 门口, 网关, gateway}
{空气, 大气, air}
{技能, competence, competency, skill}
{avail, 有利于, 有助于, 有用}
{submit, render}
{inscribe, autograph}
{偶像, idol, 上帝, god}
{render, return}
{surface, open}
{绞肉机, mincer}
{sheer, bold}
{mod, modern}
{girls, iv}
{iron, fe}
{lucky, nomad}
{欧宝, opel}
{gather, gathering}
{outdoors, 外面, open}
{overshoe, 套鞋}
{score, scotch}
{心形, heart}
{genius, flair}
{supervision, 监督}
{pre-order, itunes}
{心脏, pump, heart, cardiac}
{snowflake, flake}
{nerve, heart}
{女神, goddess}
{flare, flair}
{spirit, heart}
{电车, trolley}
{防冻液, antifreeze}
{score, 得分, 比分}
{brandon, foster, ionic, inland}
{biology, biologist, 生物学, biological}
{tendency, 倾向, attitude}
{love, dig, rabbit, understanding, fuzzy, you}
{smash, accident}
{siren, precious, cecil, lena}
{rumor, 传言, 谣言}
{lucy, 露西}
{高胡, gaohu}
{脾气, temperament, 性格, 气质}
{compact, compress, 档案, archive}
{drop, discard, 卸除, 放弃, 弹出, 退出, 删除, remove, withdraw}
{compact, pack}
{井喷, blowout}
{overwhelm, 征服, 制服}
{squeeze, 压缩, compact, compress, 压榨, contract, press}
{痛苦, smart, 智能}
{newcastle, 纽卡斯尔}
{tray, 盘子, 盘, trays, 托盘}
{avail, help}
{weakly, weak}
{四六级, cet-6, cet-4}
{crossover, 点, points, switch}
{rename, 改名}
{鸣叫, tweet}
{投影, projector, projection}
{exchange, convert, commute}
{交换, commute}
{移动, transfer, 迁移, 转移, remove}
{通勤, commute}
{诺顿, norton}
{compare, 匹敌}
{酿酒, 酿造}
{fly, pilot}
{教父, godfather}
{modern, 摩登}
{hub, 集线器, 中心}
{避开, avoid, 免除, 远离}
{equate, compare}
{treadmills, treadmill}
{new, modern}
{pin, pivot}
{os, bones, 骨骼, bone, 骨架, 骨头}
{boss, cruz}
{图册, atlas, chart}
{bad, rotten}
{gastrointestinal, gi}
{badge, pin, 针, pins}
{废话, yak, chatter}
{1, q, qt}
{loss, decision, victory, win}
{average, 平均}
{denmark, 丹麦}
{心律, 脉搏, 心率, pulse, 心跳, 心脏率}
{biographical, 档案, biographies, 传记, biography, life}
{一次性, disposable}
{焊接, soldering}
{effective, efficient}
{混合, merger}
{accommodation, 住房}
{frank, candid, blunt}
{opal, 蛋白石}
{accommodation, adjustment, fitting}
{blunt, crude}
{保姆, maid}
{解决, accommodation}
{port, 波尔}
{奖励, honour, award, awards, honor}
{显示, 显示器, 指示器, display, screen, displays, 屏幕}
{infrared, 红外, 红外线}
{店面, 橱窗, storefront}
{telescopes, scope, telescope, 望远镜}
{天花, smallpox}
{climb, upgrade, raise, 斜坡, 高地, rise}
{east, west}
{违反, violation, infringement}
{display, show}
{勺铲, scoop}
{称赞, 赞美, 欢呼, acclaim}
{显示, display, 展览, 展览会, exhibit, 陈列, 展出}
{set, map}
{精工, lorus, seiko}
{珀斯, perth}
{presentation, display}
{话务员, operator}
{vapor, 蒸气}
{占卜, sign}
{randy, survive, bump}
{low, 低}
{切换, switcher}
{small, modest}
{见面, rendezvous}
{迫使, 强制, compel}
{coefficient, 系数}
{路易斯维尔, louisville}
{珍品, treasure, 珍宝}
{slider, bar, swivel, slide, brick, 旋转, slab}
{宝藏, treasure, 财富, 珍宝}
{dean, stray, dave, wong, black, drake}
{相关性, correlation, 相关}
{shadow, breakdown}
{冷藏, refrigeration, 冷却, refrigerate, 制冷, 冷冻}
{breakthrough, satellite}
{ratings, 收视率}
{twist, wrench}
{attention, brandy}
{cash, 现金}
{牙膏, 牙粉, dentifrice}
{crazy, angel, spotlight}
{缔造, 创建, create, 建立, 创造}
{nick, nickelodeon}
{graze, crease, rake}
{manuscript, figural, monument}
{crumple, crease, wrinkle}
{create, make}
{repair, haunt, resort}
{crease, wrinkle, crisp}
{limitation, 极限, 限度, limit, 局限}
{飞利浦, philips}
{惯例, convention, normal, 方案, 标准, 规则, pattern, 准则, formula, rule, 习俗}
{葡萄, grape, 提子, 葡萄树}
{chest, dresser, 衣柜, bureau}
{crease, wrinkle}
{limitation, restriction}
{监听, 窃听, 收听}
{convention, conventional, customary, 风俗, 习俗}
{sound, legal}
{effective, good}
{cricket, 板球}
{console, 游戏机}
{convention, 会议}
{grate, fret}
{garden, dolls}
{limitation, restriction}
{warrior, knight, fighter}
{飞船, step}
{skim, cream}
{core, essence, burden}
{limitation, throttle, 限度, constraint}
{feed, eat}
{错过, miss}
{grace, evolution, “, resurrection}
{错过, miss}
{eat, consume, 食}
{grapefruit, 柚子}
{tea, flowers, soldier, coffee, dolls, nutcracker}
{错过, miss}
{黄玉, topaz, 托帕石}
{load, 负荷, loading, 负载, burden}
{heinz, 亨氏}
{gorge, stuff}
{load, 责任, burden}
{girth, cinch}
{honey, bella, amber}
{paw, 爪子}
{mona, teenager}
{枕, occipital}
{洛根, logan}
{琥珀, amber}
{gold, 金色, golden, amber, goldtone, gold-tone}
{yanbian, 延边}
{appearance, phenomenon, 现象}
{preferably, sooner}
{parachute, 跳伞, jump}
{replication, echo, reverb}
{ambassador, 代表}
{principle, rationale}
{accounting, 会计}
{大使, ambassador}
{quick, speedy}
{fishery, 渔业}
{办公, 工作}
{gl, accounting}
{crib, 纸牌, cribbage}
{首映, premiere}
{便利, 方便, convenience}
{warm, quick}
{belt, 带}
{解释, accounting}
{quick, ready}
{convenient, conveniently, convenience}
{evenly, equally}
{accountant, 会计学, 财会, accounting, 会计}
{无线, radios, 无线电, wireless, radio}
{supernatural, metaphysics}
{controller, accountant, 会计师, 会计}
{魔法, 玄学}
{童谣, 儿歌}
{principle, rule}
{积聚, accumulation, 累积}
{scrape, scratch}
{ling, lawyer}
{sailor, 水手}
{原则, principle, 原理}
{xinjiang, 新疆}
{round, stave}
{smoothie, 冰沙}
{图表, 图形, graph}
{datong, 大同}
{principle, 准则, rule, 原理}
{王子, prince}
{pipeline, resonance}
{elliptical, oval}
{信贷, credit}
{hybrid, vampire}
{scrape, skin}
{节约, save, 节省}
{convection, 对流}
{雨衣, burberry}
{crib, pony}
{swirl, 漩涡, whirlpool, 旋转}
{烧伤, burn, bite, sting}
{create, make}
{bridle, check, curb}
{recall, echo}
{bridle, bridles}
{制造, build, 生产, create, 创作, construct, 作, produce, make, 创造}
{spell, charm, hex}
{食, eclipse}
{bite, sting}
{repeat, echo}
{飞碟, ufo}
{birch, 桦木}
{create, 任命, 授予}
{ring, echo}
{spin, 旋转}
{limit, 界限}
{inscribe, code}
{图案, 图像, graphics}
{scrub, scour}
{encompass, circle}
{burr, bur}
{桥梁, bridges}
{环绕, circle, 环形, circulate}
{intent, intention}
{希望, aspiration, hopefully, 渴望, hope}
{edge, inch}
{测绘, topographic}
{poly, polycarbonate}
{传播, distribute, spread, circulate}
{极限, 边界, converge, bound, limit, 界限}
{愿望, 希望, dream, ambition, aspiration}
{pavement, sidewalk, 步道, 人行道}
{spread, circulate}
{诺顿, norton}
{compass, reach, scope, range, 界限, orbit}
{牙医, dentist}
{格调, 环境, 气氛, ambiance}
{lean, syrup}
{yen, 渴望}
{atmosphere, 大气, 气氛, ambiance}
{dentistry, 牙科, dentist}
{angels, angel}
{恢复, recovery, 康复, recuperation}
{accumulation, 增长}
{plate, denture}
{seismic, 地震}
{alibaba, 阿里巴巴, aliexpress}
{牙线, floss}
{鉴定, accreditation, accredit, 认证}
{round, troll}
{水槽, sinks, sink, basin}
{头巾, 套头}
{freedom, exemption, 免除}
{vogue, 通用}
{自卫, self-defense}
{劳动者, 劳动力}
{wrestle, grapple, 摔跤, wrestling}
{flexible, elastic}
{washington, cemetery}
{amazon, shopbop}
{burr, bur}
{fierce, savage}
{gang, crew}
{buoy, 浮标}
{陈列柜, showcase, case}
{translucent, 半透明, transparency, 透明, transparent}
{展开, 伸展, 分散, scatter, spread}
{修养, self-cultivation}
{harp, dwell}
{fairly, fair}
{deck, bridge}
{sanctuary, blink, push}
{居住, populate, occupy, reside, settle, dwell, live}
{finally, eventually}
{signature, 符号}
{仪表, meter}
{festive, gay, merry}
{editor, edit, loader, cod, version}
{grill, grills}
{yu, ra}
{性感, 恋爱}
{encore, badger}
{集邮, philatelic}
{牙刷, toothbrush, toothbrushes}
{envelope, balloon}
{ocean, 海洋, sea, 大洋}
{pastels, pastel, 粉彩}
{toothpaste, 牙膏, 牙粉}
{ashley, mike, mona}
{fm, 调频}
{记录, 历史, 经历, 记事, histories, history, account, chronicle, story}
{交响, philharmonic, symphony}
{ocean, sea}
{toothpick, 牙签}
{整洁, 干净}
{飞轮, flywheel}
{报道, report, 报告, account, story}
{identity, limit}
{peerless, rosewood, birch, ionic, latin, hamilton}
{orc, orcs, goblin, goblins}
{metre, 米, meter, time, compound}
{发生, occurrence}
{top, upside}
{foam, 泡沫, 泡泡, foams}
{生产, childbirth, 分娩, birth, molding, 生育, 出生}
{pivot, pvt}
{手风琴, accordion}
{列印, 印刷品, 印刷, printing}
{slit, 凹痕, dent, scratch}
{kaiser, 凯撒}
{nick, ding, gouge, dent}
{joystick, stick}
{older, elder}
{义乌市, yiwu, 义乌}
{刺激, stimulation}
{anxious, nervous}
{cases, precedent}
{刺激, stimulation}
{蛋黄, yolk}
{3, three}
{thor, adam, karl}
{southwest, northwest, northeastern, southeastern}
{precedent, 实例, 范例}
{atc, tower}
{journey, voyage}
{variety, metro, ramp}
{tim, arnold, wanda, liz, phoebe}
{cross, cutting, clone, propagate}
{character, size, type, eccentric, case, 类型}
{give, yield}
{上学, school}
{当当网, 当当, dangdang}
{foul, smelly, funky}
{桥梁, bridge, span}
{chang, rico}
{5, v, sugar, five}
{waterfall, poker}
{发光, twinkle, 闪耀, 闪烁}
{elite, elect}
{comb, crest}
{消毒剂, antimicrobial, sanitizers, disinfectant, 消毒, sanitizer, 抗菌, disinfect}
{pat, chuck}
{earn, 赚取, gain}
{ditch, 丢弃, chuck}
{foam, 泡沫}
{bridesmaid, 伴娘}
{pavilion, ear}
{e-mail, email}
{新郎, groom, groomer}
{放弃, quit, 退出}
{杰克逊, jackson}
{上衣, top, 汗衫}
{chuck, toss}
{shade, goth}
{反光, 反射}
{居民, resident}
{巴斯, bath}
{density, 密度}
{pilot, jet}
{怀表, fob}
{东北, east, 八方, 方向, south, ne, north, 方位, west, northeast, southeast}
{chunk, lump}
{pal, 交友}
{北卡罗来纳州, nc, 北卡罗莱纳, 北卡罗莱纳州}
{amazon, hippo}
{chunk, lump}
{信息素, pheromone}
{white, 白色}
{focus, 焦点}
{ledger, book}
{惊讶, 惊奇}
{note, 收据, bill, receipt, invoice, 发票, toll, account}
{陨石, meteorite}
{biotechnology, biotech}
{tier, 渴望}
{林肯, lincoln}
{priceless, stay}
{accounting, 帐户, account}
{reference, extension}
{report, account}
{foundation, 基金会}
{yield, pilate}
{score, account}
{手提箱, suitcase, slip, pillowcase, 枕套, case}
{electric, electrical}
{草本, grasses, grass, 草, 牧草}
{protector, precursor, explorer, invader, defender, foreigner}
{打印机, printer}
{顶部, 顶峰, zenith, 高峰, peak, summit, apex, 尖峰, 顶点, top, tip, crown, crest}
{shell, case}
{electric, electrical}
{帐户, account}
{crown, crest}
{箱, molding, 装箱, case}
{explain, explanatory, 解释, explanation, account}
{气象, meteorological, meteorology, 气象学}
{descent, face, 字体, 字样, type, case, font, 字型}
{grip, 控制, grasp, 抓紧}
{chu, jing, 楚国}
{holding, hold}
{波峰, trough, crest}
{sheath, case}
{partition, mosaic, inventory}
{hollywood, heartbeat}
{dump, 倾倒}
{上市, flotation}
{衰退, 淘汰, obsolete, 过时, 废弃}
{压制, 抑制}
{神经病学, neurological, neurology}
{降落, plunge, dump, 投入}
{运输, 传输, transport, transportation}
{弧度, rad}
{choke, gag}
{抑郁症, depression, 抑郁}
{handling, manipulation}
{首页, homepage}
{dump, 倾倒}
{诊所, clinic, hospital, 医院}
{滑行, 滑移, 滑动, glide, 滑翔}
{futon, 床垫, futons}
{滑行, 滑动, glide}
{诊所, clinic}
{harvest, reap, 收获}
{choke, 阻塞, 阻止, 抑制}
{camisole, camisoles, cami}
{choke, throttle}
{midnight, night}
{闪烁, 闪亮, 闪光}
{choke, 压制, 抑制}
{供应, 供给, provide}
{发光, 闪耀, 闪烁, 闪亮, glitter, 闪光, shine}
{corner, 困境, box}
{mag, journal, serial, 期刊, periodical, 杂志, rag, magazines, magazine, 月刊}
{choke, 窒息, 抑制}
{wen, 文}
{complexity, big, mature, fruit, bright, harsh, hot, body, firm, expressive, balance, complex, fat, tart, power, hard, mineral, crisp, smooth, soft, chewy, green, clear, hollow, rich, dry, spicy, fruity, heavy, 干, brightness, musk, powerful, round, supple, fresh, acidic}
{胜利, 成功, succeed, win}
{legion, 部}
{注射器, injector}
{方形, box}
{经费, treasury, 基金, 资金, 库存}
{nokia, 诺基亚}
{plain, 单色, monochrome}
{strong, powerful}
{获利, 增益, earn, clear, 收获, make, realize, gain}
{注射, injection, shot}
{boxwood, box}
{introduce, 引进}
{fusion, 熔化}
{lorry, truck, 卡车}
{注射, injection}
{choke, 窒息, 抑制, gag}
{新闻稿, handout, release}
{百合, lily}
{箱子, 盒子, boxes, 箱, 盒, box}
{treatment, 处理, handling}
{凸面, convex}
{期刊, 杂志, magazine}
{initiate, 学者}
{super, extremely}
{tape, 磁带}
{warm, strong}
{post, enjoy}
{stethoscopes, 听筒, stethoscope}
{visualization, 可视化}
{劳动者, 工作者, 劳工, worker, 工人}
{救济, help, relief, aid, 拯救}
{欺骗, spoof, 讽刺}
{minister, ministry}
{赢得, do, manage}
{michigan, cherokee, omega}
{limb, branch}
{precisely, just}
{self-awareness, self-examination}
{激动, inflammation, 热情, 激情, 刺激, excitement, 兴奋}
{特洛伊, troy}
{龙头, handlebar}
{刺激, irritation}
{初始, initial}
{burl, knot}
{don, father}
{sleek, plant, animal}
{limb, member, 四肢, 肢体}
{攀登, scale}
{pool, kitty}
{门诊, ambulatory}
{数值, 数字, decimal, digit}
{oxford, 牛津}
{惯例, practice, 模式, pattern}
{演唱, 唱歌, singer, 发声, 歌唱, sing}
{笛子, 竹笛}
{猫, kitty}
{mirror, 映射, 反射}
{模式, 样式, pattern, 模样, 模范}
{sara, emergency}
{歌手, singer}
{exist, pictures}
{障碍, 栅栏, obstacle, 妨碍}
{candy, cosmos}
{救护车, ambulance}
{gis, heroscape, samurai, dragons, agents}
{legacy, priceless}
{artisan, entertainer, sp, operator}
{pos机, point-of-sale}
{兑换, convert}
{闪亮, shine}
{转换器, 变流器, converter}
{拥抱, clinch, squeeze, embrace, hug}
{trivial, petty, little}
{占有, ownership}
{rack, stand}
